"corpus","bul_newscrawl_2011"
"полякиня",9
"изпълнителки",9
"m-тел",9
"помакиня",9
"помел",9
"възстановили",9
"баконски",9
"помести",9
"m.m",9
"бактериална",9
"абдулах",9
"хейгъл",9
"изпълняващият",9
"помислихте",9
"помолени",9
"бакшишът",9
"понасяте",9
"израелско",9
"понесъл",9
"понесоха",9
"възходи",9
"абзац",9
"понижени",9
"попе",9
"попива",9
"поплюва",9
"изреди",9
"баламосват",9
"попович",9
"изрекъл",9
"изреченията",9
"поптодорова",9
"изригва",9
"абитуриентки",9
"изригвания",9
"популяризират",9
"изринат",9
"изрисувани",9
"изритани",9
"попът",9
"изрови",9
"поработят",9
"порадват",9
"балансирани",9
"изрядна",9
"поразрови",9
"изрязани",9
"херцог",9
"изсипали",9
"порноиндустрията",9
"баластра",9
"порои",9
"изскочиха",9
"порочно",9
"портативни",9
"портмонето",9
"портфейлите",9
"поршета",9
"абонамента",9
"изстине",9
"erm",9
"хигия",9
"въплъщение",9
"поръчвате",9
"въпреки,че",9
"изстреляли",9
"изсъхнали",9
"изтеглено",9
"балетен",9
"изтеглим",9
"абонаментни",9
"изтеглите",9
"посестрими",9
"посетих",9
"посетиш",9
"изтеклия",9
"върбовка",9
"вървите",9
"последвалата",9
"последвани",9
"последваха",9
"послушали",9
"послушен",9
"химикалка",9
"посочете",9
"посоченото",9
"поспорим",9
"абониран",9
"балканиада",9
"върли",9
"изтъкнати",9
"изтъкне",9
"изтървал",9
"върнатите",9
"постарал",9
"изумена",9
"постепенното",9
"постарому",9
"постигам",9
"изучавахме",9
"изхвърлите",9
"въртящи",9
"постулати",9
"постъпвам",9
"постъпвате",9
"постъпките",9
"изцедени",9
"посъветвала",9
"изцеление",9
"балните",9
"върхово",9
"изчадие",9
"потеров",9
"manchester",9
"manager",9
"потник",9
"потребността",9
"потро",9
"потриват",9
"потрошил",9
"балсамаджиев",9
"потушат",9
"потушават",9
"потърпевшият",9
"поуката",9
"въча",9
"поучат",9
"похапва",9
"похапват",9
"изявил",9
"хитрост",9
"вяла",9
"изядеш",9
"mania",9
"похищението",9
"изяла",9
"изям",9
"изяснете",9
"почерпени",9
"вярваща",9
"икебана",9
"eto",9
"почиваш",9
"иконом",9
"почин",9
"починат",9
"икономична",9
"почитта",9
"почитателки",9
"абсурда",9
"илачи",9
"почтеността",9
"почувстваш",9
"илиеви",9
"г-це",9
"г.а",9
"г.д",9
"илонка",9
"хленчи",9
"поясняват",9
"пр.н.е",9
"хлебарите",9
"пр.хр",9
"правело",9
"имай",9
"иманярите",9
"бандита",9
"правихте",9
"бандитизъм",9
"именитият",9
"ходат",9
"габровско",9
"пражката",9
"имотната",9
"праи",9
"империи",9
"практикуващ",9
"практикуващите",9
"гадателка",9
"прасеца",9
"гадая",9
"прахът",9
"ава",9
"гадзета",9
"пращаш",9
"пращате",9
"преасфалтиране",9
"инакомислещите",9
"пребивавал",9
"авангарда",9
"инвазивна",9
"пребитият",9
"инвалидни",9
"инвестирам",9
"газифициран",9
"превишават",9
"инвестиционният",9
"преводача",9
"преводачът",9
"превозите",9
"индже",9
"индзаги",9
"master",9
"газьол",9
"гаич",9
"превърнеш",9
"авангардният",9
"прегледите",9
"преглътна",9
"гайтански",9
"преговарящ",9
"прегрешение",9
"прегръдки",9
"галактиката",9
"индонезийския",9
"предаван",9
"индулгенция",9
"индустриалец",9
"галахър",9
"индустриалното",9
"индъстриъл",9
"предвидими",9
"инженерът",9
"предвиждате",9
"here",9
"предградието",9
"авантата",9
"предизвикам",9
"инк",9
"предизвикате",9
"инкасатори",9
"инкасо",9
"инсталиране",9
"предоставиха",9
"предоставим",9
"предотвратена",9
"гарантирал",9
"инструктирани",9
"барабанисти",9
"гарантираните",9
"инсценира",9
"гарантираше",9
"дьржава",9
"предположенията",9
"предпоследен",9
"аварийният",9
"mazda3",9
"предпочетена",9
"гаранционният",9
"гаргите",9
"предприемачеството",9
"хорските",9
"председателското",9
"председателстван",9
"гардиан",9
"интервенцията",9
"предсрочен",9
"mbmd",9
"представителност",9
"представителните",9
"интересуваме",9
"интериорът",9
"mcafee",9
"интернационален",9
"барбър",9
"предстоящ",9
"предтекст",9
"интерпретацията",9
"гастрит",9
"гастрол",9
"интрастат",9
"гата",9
"преживеят",9
"инфлационен",9
"информатори",9
"презокеански",9
"преизбра",9
"преизбрана",9
"преименуван",9
"прекаляват",9
"гдкп",9
"robinson",9
"ипк",9
"ипотекирани",9
"гейб",9
"гейзо",9
"прекрачи",9
"геймърите",9
"иракското",9
"прелее",9
"барикадира",9
"иранци",9
"геле",9
"ириней",9
"ирландска",9
"набори",9
"ирландското",9
"преместиш",9
"иронични",9
"баркод",9
"премиерния",9
"преминалите",9
"преназначени",9
"пренасочени",9
"искащи",9
"пренасяли",9
"пренасянето",9
"авиационно",9
"пренебрегнати",9
"христозова",9
"преобладаващото",9
"преображение",9
"преобрази",9
"преобърнат",9
"исландски",9
"преодолими",9
"преосвещенство",9
"преосмислят",9
"преосмисляне",9
"преплитат",9
"хроничните",9
"препоръчаха",9
"препускат",9
"препятствията",9
"преработен",9
"генномодифицираните",9
"преразпределя",9
"пререгистрацията",9
"преселят",9
"прескача",9
"преследвания",9
"геолог",9
"барчето",9
"пресметнаха",9
"ите",9
"пресните",9
"авиошоу",9
